,zmean,zmax,zmin,area,slope,lat,icecap
RGI60-08.00902,1691.1322021484375,1810.5133,1478.336,0.165,"0    28.5
Name: Slope, dtype: object",62.202,0
RGI60-08.00903,1513.5743408203125,1627.3148,1405.4396,0.084,"0    6.8
Name: Slope, dtype: object",62.288,0
RGI60-08.00904,1558.2823486328125,1750.1307,1284.0594,0.559,"0    19
Name: Slope, dtype: object",62.276,0
RGI60-08.00905,1589.08544921875,1884.1309,1415.6937,0.251,"0    24.5
Name: Slope, dtype: object",62.153,0
RGI60-08.00906,1648.31982421875,1864.426,1419.2748,0.074,"0    31.7
Name: Slope, dtype: object",62.165,0
RGI60-08.00907,1416.168701171875,1614.7272,1193.18,0.074,"0    38.6
Name: Slope, dtype: object",62.29,0
RGI60-08.00908,1686.769775390625,1909.6953,1462.7122,0.18,"0    20.7
Name: Slope, dtype: object",62.195,0
RGI60-08.00909,1601.6322021484375,1959.3732,1430.3062,0.493,"0    20.5
Name: Slope, dtype: object",62.145,0
RGI60-08.00910,1594.70947265625,1754.8591,1484.587,0.131,"0    16.2
Name: Slope, dtype: object",62.175,0
RGI60-08.00911,1504.2344970703125,1638.3022,1278.4022,0.036,"0    30
Name: Slope, dtype: object",62.308,0
RGI60-08.00912,1468.9796142578125,1666.6653,1212.003,0.246,"0    28.7
Name: Slope, dtype: object",62.271,0
RGI60-08.00913,1497.810791015625,1671.3113,1315.765,0.166,"0    21.1
Name: Slope, dtype: object",62.237,0
RGI60-08.00914,1503.548828125,1690.54,1314.6526,0.02,"0    39.1
Name: Slope, dtype: object",62.237,0
RGI60-08.00915,1462.9608154296875,1566.6532,1288.7091,0.069,"0    25.8
Name: Slope, dtype: object",62.293,0
RGI60-08.00916,1454.10205078125,1677.1746,1255.9653,0.111,"0    32.6
Name: Slope, dtype: object",62.288,0
RGI60-08.00917,1506.295166015625,1649.713,1219.942,0.219,"0    18.5
Name: Slope, dtype: object",62.271,0
RGI60-08.00918,1479.2900390625,1742.6505,1209.2363,0.379,"0    22.6
Name: Slope, dtype: object",62.284,0
RGI60-08.00919,1499.3140869140625,1753.0308,1193.9403,0.578,"0    13
Name: Slope, dtype: object",62.296,0
RGI60-08.00920,1521.5233154296875,1868.6062,1178.5944,0.978,"0    15.4
Name: Slope, dtype: object",62.245,0
RGI60-08.00921,1707.432373046875,1902.978,1455.083,0.138,"0    32.7
Name: Slope, dtype: object",62.244,0
RGI60-08.00922,1509.917236328125,1677.006,1280.3671,0.081,"0    32
Name: Slope, dtype: object",62.27,0
RGI60-08.00923,1650.2860107421875,1797.7377,1363.2657,0.047,"0    39.2
Name: Slope, dtype: object",62.191,0
RGI60-08.00924,1511.5299072265625,1669.535,1331.3748,0.154,"0    22.9
Name: Slope, dtype: object",62.223,0
RGI60-08.00925,1377.7216796875,1746.001,1164.8063,1.041,"0    12.4
Name: Slope, dtype: object",62.286,0
RGI60-08.00926,1512.8447265625,1868.0061,1268.9384,1.132,"0    20.6
Name: Slope, dtype: object",62.248,0
RGI60-08.00927,938.96435546875,1235.9341,683.8858,0.082,"0    25.4
Name: Slope, dtype: object",69.788,0
RGI60-08.00928,1117.054443359375,1164.9686,1076.4122,0.038,"0    5.4
Name: Slope, dtype: object",69.762,0
RGI60-08.00929,1146.3721923828125,1199.7692,1082.7714,0.216,"0    4
Name: Slope, dtype: object",69.765,0
RGI60-08.00930,1145.558349609375,1207.5662,1109.3925,0.203,"0    5.4
Name: Slope, dtype: object",69.726,0
RGI60-08.00931,1107.4632568359375,1220.6165,900.7173,0.421,"0    7.6
Name: Slope, dtype: object",69.721,0
RGI60-08.00932,1075.2109375,1144.2992,969.9549,0.169,"0    6.1
Name: Slope, dtype: object",69.703,0
RGI60-08.00933,1094.6297607421875,1264.9572,836.6757,0.107,"0    21.7
Name: Slope, dtype: object",69.728,0
RGI60-08.00934,1106.8861083984375,1209.1982,817.2472,0.545,"0    8.1
Name: Slope, dtype: object",69.724,0
RGI60-08.00935,892.8760375976562,966.0943,832.4742,0.026,"0    16.4
Name: Slope, dtype: object",69.681,0
RGI60-08.00936,1087.8858642578125,1118.7329,1046.7743,0.021,"0    2.7
Name: Slope, dtype: object",69.773,0
RGI60-08.00937,1169.8101806640625,1215.0625,1101.8275,0.216,"0    7.4
Name: Slope, dtype: object",69.732,0
RGI60-08.00938,1030.0201416015625,1302.3179,908.117,0.21,"0    19.2
Name: Slope, dtype: object",69.729,0
RGI60-08.00939,1081.322998046875,1147.9728,976.3032,0.123,"0    11.8
Name: Slope, dtype: object",69.725,0
RGI60-08.00940,1147.763671875,1223.916,1001.729,0.369,"0    7.3
Name: Slope, dtype: object",69.726,0
RGI60-08.00941,1075.007080078125,1155.2659,982.37946,0.058,"0    12.2
Name: Slope, dtype: object",69.774,0
RGI60-08.00942,1083.7935791015625,1178.999,872.0919,0.04,"0    14.1
Name: Slope, dtype: object",69.693,0
RGI60-08.00943,1168.9998779296875,1279.8809,953.18945,0.068,"0    29.5
Name: Slope, dtype: object",69.724,0
RGI60-08.00944,1129.220458984375,1210.1305,1032.2416,0.259,"0    5.9
Name: Slope, dtype: object",69.738,0
RGI60-08.00945,1063.4246826171875,1118.2737,958.9662,0.011,"0    18.7
Name: Slope, dtype: object",69.776,0
RGI60-08.00946,1080.2982177734375,1126.0105,971.7897,0.033,"0    13.5
Name: Slope, dtype: object",69.712,0
RGI60-08.00947,1107.6273193359375,1267.5676,896.8046,0.346,"0    17.8
Name: Slope, dtype: object",69.715,0
RGI60-08.00948,940.8062744140625,1198.3457,722.9279,0.041,"0    29
Name: Slope, dtype: object",69.74,0
RGI60-08.00949,1135.330322265625,1196.6344,1103.849,0.019,"0    9.4
Name: Slope, dtype: object",69.736,0
RGI60-08.00950,1123.9361572265625,1217.068,982.8589,0.273,"0    6.4
Name: Slope, dtype: object",69.771,0
RGI60-08.00951,1841.07666015625,2059.521,1590.1882,0.087,"0    34.1
Name: Slope, dtype: object",61.533,0
RGI60-08.00952,2092.801513671875,2269.386,1916.9401,0.177,"0    21.7
Name: Slope, dtype: object",61.566,0
RGI60-08.00953,1956.7220458984375,2243.8325,1617.7815,2.574,"0    13.2
Name: Slope, dtype: object",61.574,0
RGI60-08.00954,1647.3834228515625,1740.2635,1528.9828,0.159,"0    20.3
Name: Slope, dtype: object",61.492,0
RGI60-08.00955,1849.01123046875,2304.495,1548.5958,1.401,"0    15.5
Name: Slope, dtype: object",61.455,0
RGI60-08.00956,1833.1383056640625,2043.516,1579.4435,0.572,"0    17.8
Name: Slope, dtype: object",61.65,0
RGI60-08.00957,1860.0030517578125,2063.8713,1660.8905,0.214,"0    24.5
Name: Slope, dtype: object",61.523,0
RGI60-08.00958,1907.063720703125,2193.0486,1490.2179,2.921,"0    11.5
Name: Slope, dtype: object",61.584,0
RGI60-08.00959,1835.347412109375,2123.1626,1447.3744,0.471,"0    23.6
Name: Slope, dtype: object",61.492,0
RGI60-08.00960,1940.170654296875,2211.1948,1697.4696,0.606,"0    17.6
Name: Slope, dtype: object",61.458,0
RGI60-08.00961,2178.638427734375,2324.4846,1989.7167,0.325,"0    14.6
Name: Slope, dtype: object",61.648,0
RGI60-08.00962,1799.9951171875,2123.211,1573.9786,0.399,"0    25.3
Name: Slope, dtype: object",61.538,0
RGI60-08.00963,1936.6126708984375,2329.768,1553.1954,3.484,"0    13.3
Name: Slope, dtype: object",61.554,0
RGI60-08.00964,1944.8348388671875,2256.7397,1763.7225,0.157,"0    19.3
Name: Slope, dtype: object",61.526,0
RGI60-08.00965,1843.9130859375,2026.6846,1717.4174,0.042,"0    33
Name: Slope, dtype: object",61.548,0
RGI60-08.00966,1872.269287109375,2256.9192,1399.8674,8.563,"0    7.5
Name: Slope, dtype: object",61.542,0
RGI60-08.00967,2043.4447021484375,2439.2444,1748.6736,2.822,"0    11
Name: Slope, dtype: object",61.663,0
RGI60-08.00968,1844.528076171875,2188.8113,1647.7975,0.304,"0    23.1
Name: Slope, dtype: object",61.602,0
RGI60-08.00969,1880.346435546875,2125.9229,1644.8892,0.096,"0    29.4
Name: Slope, dtype: object",61.515,0
RGI60-08.00970,2278.17333984375,2414.4788,2175.9053,0.098,"0    16.9
Name: Slope, dtype: object",61.653,0
RGI60-08.00971,1716.734375,2022.2114,1443.5825,0.15,"0    40.8
Name: Slope, dtype: object",61.6,0
RGI60-08.00972,1947.7921142578125,2177.2183,1780.2394,0.095,"0    29.1
Name: Slope, dtype: object",61.538,0
RGI60-08.00973,1947.297607421875,2208.7427,1733.4819,0.657,"0    11.5
Name: Slope, dtype: object",61.527,0
RGI60-08.00974,1999.8922119140625,2281.2112,1703.0127,0.249,"0    28.4
Name: Slope, dtype: object",61.523,0
RGI60-08.00975,1873.106201171875,2114.4524,1516.9133,0.566,"0    21.6
Name: Slope, dtype: object",61.57,0
RGI60-08.00976,1800.09130859375,2096.9167,1542.463,0.147,"0    30.3
Name: Slope, dtype: object",61.554,0
RGI60-08.00977,1713.4073486328125,1975.4218,1578.7463,0.089,"0    29.4
Name: Slope, dtype: object",61.571,0
RGI60-08.00978,1795.4312744140625,1919.5265,1630.2489,0.077,"0    22.5
Name: Slope, dtype: object",61.459,0
RGI60-08.00979,1742.90625,2049.4343,1555.042,0.27,"0    24.4
Name: Slope, dtype: object",61.491,0
RGI60-08.00980,1958.6180419921875,2095.3809,1754.7373,0.189,"0    20
Name: Slope, dtype: object",61.539,0
RGI60-08.00981,2025.815185546875,2326.773,1669.3494,0.973,"0    18.1
Name: Slope, dtype: object",61.598,0
RGI60-08.00982,1811.1182861328125,2196.7168,1617.7338,0.54,"0    22.2
Name: Slope, dtype: object",61.516,0
RGI60-08.00983,1994.5084228515625,2132.489,1825.232,0.102,"0    23.3
Name: Slope, dtype: object",61.567,0
RGI60-08.00984,1901.742919921875,2066.9004,1701.5576,0.07,"0    28.2
Name: Slope, dtype: object",61.559,0
RGI60-08.00985,1742.0986328125,1977.0035,1536.3818,0.213,"0    23.8
Name: Slope, dtype: object",61.464,0
RGI60-08.00986,1745.631103515625,2055.3445,1457.7753,1.283,"0    12.9
Name: Slope, dtype: object",61.514,0
RGI60-08.00987,2064.217041015625,2421.006,1785.6979,2.166,"0    11.5
Name: Slope, dtype: object",61.657,0
RGI60-08.00988,1943.609130859375,2085.0557,1764.3131,0.049,"0    25.5
Name: Slope, dtype: object",61.533,0
RGI60-08.00989,1955.4010009765625,2193.4636,1712.3514,0.343,"0    17.9
Name: Slope, dtype: object",61.454,0
RGI60-08.00990,1921.129638671875,2127.4585,1723.5996,0.165,"0    25.6
Name: Slope, dtype: object",61.58,0
RGI60-08.00991,1780.48828125,1967.4689,1620.1222,0.33,"0    23
Name: Slope, dtype: object",61.56,0
RGI60-08.00992,1673.913818359375,1989.5426,1497.1042,0.192,"0    25.2
Name: Slope, dtype: object",61.473,0
RGI60-08.00993,1816.81689453125,2055.6162,1437.4536,0.611,"0    18.8
Name: Slope, dtype: object",61.505,0
RGI60-08.00994,2075.80859375,2251.9717,1828.671,0.169,"0    18.1
Name: Slope, dtype: object",61.558,0
RGI60-08.00995,1843.1859130859375,2035.809,1683.9645,0.113,"0    30.2
Name: Slope, dtype: object",61.531,0
RGI60-08.00996,1770.1058349609375,2057.535,1601.2952,0.149,"0    18.6
Name: Slope, dtype: object",61.521,0
RGI60-08.00997,1820.4376220703125,2207.8948,1427.3484,1.23,"0    19.4
Name: Slope, dtype: object",61.537,0
RGI60-08.00998,1884.0567626953125,2088.7534,1721.2212,0.232,"0    19.1
Name: Slope, dtype: object",61.541,0
RGI60-08.00999,2015.08251953125,2274.1138,1744.0856,1.248,"0    9.4
Name: Slope, dtype: object",61.446,0
RGI60-08.01000,1809.24755859375,2072.6636,1577.9703,0.282,"0    20
Name: Slope, dtype: object",61.562,0
RGI60-08.01001,1896.9459228515625,2055.4438,1589.5704,0.078,"0    31.4
Name: Slope, dtype: object",61.57,0
RGI60-08.01002,1899.6434326171875,2069.895,1693.3048,0.42,"0    14.9
Name: Slope, dtype: object",61.608,0
RGI60-08.01003,1722.797607421875,1920.6536,1594.3267,0.153,"0    24.9
Name: Slope, dtype: object",61.491,0
RGI60-08.01004,1758.89501953125,1953.0626,1575.1598,0.244,"0    21.4
Name: Slope, dtype: object",61.545,0
RGI60-08.01005,1859.5526123046875,2038.0398,1715.7753,0.207,"0    17.9
Name: Slope, dtype: object",61.552,0
RGI60-08.01006,1956.1820068359375,2064.2375,1801.7753,0.077,"0    29.6
Name: Slope, dtype: object",61.528,0
RGI60-08.01007,1994.0325927734375,2162.8296,1725.6116,0.678,"0    13.1
Name: Slope, dtype: object",61.58,0
RGI60-08.01008,1766.8740234375,2003.3439,1604.3602,0.083,"0    25.2
Name: Slope, dtype: object",61.532,0
RGI60-08.01009,2072.895751953125,2313.178,1729.2587,0.182,"0    24.8
Name: Slope, dtype: object",61.574,0
RGI60-08.01010,1953.8397216796875,2199.7048,1689.5573,0.648,"0    15.1
Name: Slope, dtype: object",61.563,0
RGI60-08.01011,1905.245849609375,2326.8606,1614.7284,1.738,"0    15.6
Name: Slope, dtype: object",61.595,0
RGI60-08.01012,1962.22705078125,2338.924,1515.7557,6.975,"0    10.7
Name: Slope, dtype: object",61.579,0
RGI60-08.01013,1934.3985595703125,2338.0261,1527.8708,5.89,"0    10.5
Name: Slope, dtype: object",61.553,0
RGI60-08.01014,2025.9356689453125,2440.9404,1679.2917,2.702,"0    13.5
Name: Slope, dtype: object",61.665,0
RGI60-08.01015,1829.3995361328125,2157.472,1394.5032,4.586,"0    10.5
Name: Slope, dtype: object",61.583,0
RGI60-08.01016,1326.346435546875,1450.7511,1205.3661,0.072,"0    22.6
Name: Slope, dtype: object",68.091,0
RGI60-08.01017,1535.23876953125,1573.7996,1453.831,0.054,"0    8.5
Name: Slope, dtype: object",68.097,0
RGI60-08.01018,1288.8486328125,1349.6863,1228.2434,0.046,"0    11.9
Name: Slope, dtype: object",68.13,0
RGI60-08.01019,1397.0113525390625,1568.81,1192.571,0.204,"0    23.4
Name: Slope, dtype: object",68.1,0
RGI60-08.01020,1396.1573486328125,1603.4187,1214.2273,0.105,"0    17.6
Name: Slope, dtype: object",68.117,0
RGI60-08.01021,1355.0087890625,1553.2089,1054.7748,1.517,"0    9.1
Name: Slope, dtype: object",68.14,0
RGI60-08.01022,1368.5859375,1466.6738,1281.9205,0.088,"0    13.5
Name: Slope, dtype: object",68.062,0
RGI60-08.01023,1302.0479736328125,1522.7007,1152.5465,0.136,"0    25.9
Name: Slope, dtype: object",68.104,0
RGI60-08.01024,1410.129150390625,1568.7338,1195.5039,0.24,"0    22.1
Name: Slope, dtype: object",68.103,0
RGI60-08.01025,1214.106201171875,1339.2284,1116.7898,0.116,"0    17
Name: Slope, dtype: object",68.074,0
RGI60-08.01026,1415.062744140625,1577.6066,1194.8091,0.804,"0    13.2
Name: Slope, dtype: object",68.104,0
RGI60-08.01027,1301.117919921875,1488.9282,1208.6066,0.179,"0    17.9
Name: Slope, dtype: object",68.064,0
RGI60-08.01028,1433.76806640625,1563.8395,1248.8248,0.045,"0    25.7
Name: Slope, dtype: object",68.122,0
RGI60-08.01029,1241.2100830078125,1348.2975,1092.8608,0.153,"0    17.3
Name: Slope, dtype: object",68.157,0
RGI60-08.01030,1439.1904296875,1564.0017,1294.5616,0.123,"0    10.8
Name: Slope, dtype: object",68.131,0
RGI60-08.01031,1423.9805908203125,1586.3625,1294.3229,0.188,"0    20
Name: Slope, dtype: object",68.109,0
RGI60-08.01032,1136.14306640625,1255.2303,975.99304,0.111,"0    26.4
Name: Slope, dtype: object",68.139,0
RGI60-08.01033,1324.515869140625,1355.079,1263.9447,0.036,"0    9.699999999999999
Name: Slope, dtype: object",68.149,0
RGI60-08.01034,1393.5654296875,1554.269,1109.8584,0.507,"0    15.2
Name: Slope, dtype: object",68.136,0
RGI60-08.01035,1363.0567626953125,1425.3955,1255.3181,0.079,"0    10.2
Name: Slope, dtype: object",68.077,0
RGI60-08.01036,1254.000732421875,1380.9246,1199.5072,0.07,"0    10.3
Name: Slope, dtype: object",68.076,0
RGI60-08.01037,1553.5494384765625,1576.8641,1499.559,0.048,"0    4.1
Name: Slope, dtype: object",68.099,0
RGI60-08.01038,1360.693359375,1494.9138,1213.8015,0.119,"0    19.8
Name: Slope, dtype: object",68.071,0
RGI60-08.01039,1407.0462646484375,1544.5054,1266.5653,0.195,"0    17.7
Name: Slope, dtype: object",68.1,0
RGI60-08.01040,1431.4705810546875,1658.3145,1183.8389,0.902,"0    17.4
Name: Slope, dtype: object",68.115,0
RGI60-08.01041,1482.1763916015625,1537.4019,1363.3489,0.158,"0    7.5
Name: Slope, dtype: object",68.097,0
RGI60-08.01042,1317.4012451171875,1640.3433,698.9491,2.524,"0    8.6
Name: Slope, dtype: object",61.508,0
RGI60-08.01043,1380.431884765625,1515.417,1156.2551,0.327,"0    10.7
Name: Slope, dtype: object",61.541,0
RGI60-08.01044,1385.3529052734375,1577.4362,837.6958,0.466,"0    25.6
Name: Slope, dtype: object",61.799,0
RGI60-08.01045,1563.6429443359375,1694.4425,1319.4415,0.226,"0    21.7
Name: Slope, dtype: object",61.766,0
RGI60-08.01046,1583.09619140625,1727.2566,1236.6912,2.09,"0    7.3
Name: Slope, dtype: object",61.728,0
RGI60-08.01047,1509.964599609375,1705.9543,659.06854,1.912,"0    11.7
Name: Slope, dtype: object",61.557,0
RGI60-08.01048,1374.8988037109375,1487.4739,1183.6063,0.058,"0    25.9
Name: Slope, dtype: object",61.564,0
RGI60-08.01049,1526.0592041015625,1760.1538,816.2186,6.118,"0    5.6
Name: Slope, dtype: object",61.717,0
RGI60-08.01050,1268.1912841796875,1564.129,1035.693,0.059,"0    35.3
Name: Slope, dtype: object",61.652,0
RGI60-08.01051,1575.0452880859375,1690.4149,1247.1033,0.772,"0    8.800000000000001
Name: Slope, dtype: object",61.723,0
RGI60-08.01052,1429.4554443359375,1577.8765,1016.2525,1.491,"0    8.5
Name: Slope, dtype: object",61.494,0
RGI60-08.01053,1420.635498046875,1518.3237,1221.6414,0.313,"0    12.8
Name: Slope, dtype: object",61.547,0
RGI60-08.01054,1438.9193115234375,1566.7155,1083.6654,0.169,"0    16.1
Name: Slope, dtype: object",61.764,0
RGI60-08.01055,1559.0218505859375,1698.2402,1288.6047,0.19,"0    27.8
Name: Slope, dtype: object",61.775,0
RGI60-08.01056,1298.1993408203125,1499.1211,1080.8384,0.097,"0    31.9
Name: Slope, dtype: object",61.549,0
RGI60-08.01057,1304.8604736328125,1438.7579,1055.8356,0.198,"0    21.1
Name: Slope, dtype: object",61.497,0
RGI60-08.01058,1449.18896484375,1644.0873,872.5373,1.839,"0    8.6
Name: Slope, dtype: object",61.555,0
RGI60-08.01059,1540.0775146484375,1818.6807,965.6264,2.949,"0    9.4
Name: Slope, dtype: object",61.674,0
RGI60-08.01060,1459.0023193359375,1644.0029,448.1538,8.86,"0    7.2
Name: Slope, dtype: object",61.534,0
RGI60-08.01061,1460.6976318359375,1611.3822,1348.5474,0.082,"0    11.6
Name: Slope, dtype: object",61.678,0
RGI60-08.01062,1469.093505859375,1706.4344,1003.3064,1.368,"0    18.9
Name: Slope, dtype: object",61.697,0
RGI60-08.01063,1410.490234375,1548.5099,1137.7793,0.102,"0    29.8
Name: Slope, dtype: object",61.678,0
RGI60-08.01064,1435.077392578125,1698.0946,1035.894,0.7,"0    19.7
Name: Slope, dtype: object",61.768,0
RGI60-08.01065,1476.60986328125,1715.1599,818.93964,1.238,"0    12.4
Name: Slope, dtype: object",61.583,0
RGI60-08.01066,1547.911865234375,1698.2114,1192.5895,0.44,"0    14
Name: Slope, dtype: object",61.772,0
RGI60-08.01067,1416.5020751953125,1621.3923,1159.1414,0.271,"0    19
Name: Slope, dtype: object",61.504,0
RGI60-08.01068,919.3258666992188,1577.3059,333.28293,0.721,"0    18.1
Name: Slope, dtype: object",61.687,0
RGI60-08.01069,1487.4549560546875,1576.1906,1194.514,0.616,"0    10.3
Name: Slope, dtype: object",61.8,0
RGI60-08.01070,1646.243408203125,1688.8641,1584.8257,0.034,"0    4.6
Name: Slope, dtype: object",61.766,0
RGI60-08.01071,1580.7254638671875,1781.726,1338.7542,0.37,"0    24.3
Name: Slope, dtype: object",61.742,0
RGI60-08.01072,1444.450439453125,1677.446,915.71606,2.275,"0    16.2
Name: Slope, dtype: object",61.533,0
RGI60-08.01073,1492.9993896484375,1534.0963,1423.0271,0.063,"0    6.7
Name: Slope, dtype: object",61.792,0
RGI60-08.01074,1352.7457275390625,1578.85,1116.7092,0.063,"0    44.5
Name: Slope, dtype: object",61.649,0
RGI60-08.01075,1622.41943359375,1840.272,1163.6489,1.466,"0    14.1
Name: Slope, dtype: object",61.732,0
RGI60-08.01076,1399.045166015625,1737.5596,514.62115,2.76,"0    12.3
Name: Slope, dtype: object",61.616,0
RGI60-08.01077,1403.11767578125,1540.8126,1225.9808,0.394,"0    9.6
Name: Slope, dtype: object",61.544,0
RGI60-08.01078,1484.92041015625,1644.2886,1252.9641,0.486,"0    10.6
Name: Slope, dtype: object",61.757,0
RGI60-08.01079,1484.557861328125,1648.3505,1193.7189,0.044,"0    43.8
Name: Slope, dtype: object",61.649,0
RGI60-08.01080,1402.4080810546875,1570.5817,1099.0919,0.458,"0    20.9
Name: Slope, dtype: object",61.668,0
RGI60-08.01081,1525.422607421875,1819.0834,1096.1364,1.81,"0    10.5
Name: Slope, dtype: object",61.661,0
RGI60-08.01082,1472.172119140625,1644.079,789.10474,2.268,"0    7.8
Name: Slope, dtype: object",61.548,0
RGI60-08.01083,1450.4930419921875,1516.625,1345.936,0.073,"0    14.2
Name: Slope, dtype: object",61.681,0
RGI60-08.01084,1507.8953857421875,1642.4785,1206.2659,1.011,"0    7.6
Name: Slope, dtype: object",61.528,0
RGI60-08.01085,1343.9483642578125,1477.7424,1190.8508,0.089,"0    23.7
Name: Slope, dtype: object",61.569,0
RGI60-08.01086,1620.1995849609375,1719.194,1315.5748,0.713,"0    8.9
Name: Slope, dtype: object",61.731,0
RGI60-08.01087,1364.7052001953125,1547.2065,1087.19,0.461,"0    20.6
Name: Slope, dtype: object",61.556,0
RGI60-08.01088,1456.6488037109375,1648.4363,1069.234,0.395,"0    20.3
Name: Slope, dtype: object",61.646,0
RGI60-08.01089,1586.9609375,1713.744,1190.4312,0.477,"0    11.9
Name: Slope, dtype: object",61.626,0
RGI60-08.01090,1379.1025390625,1584.4243,1173.3812,0.408,"0    21.7
Name: Slope, dtype: object",61.649,0
RGI60-08.01091,1561.682373046875,1863.9471,628.5586,6.553,"0    10.5
Name: Slope, dtype: object",61.623,0
RGI60-08.01092,1462.0263671875,1652.3826,1196.1339,0.63,"0    16.9
Name: Slope, dtype: object",61.674,0
RGI60-08.01093,1445.1600341796875,1640.3239,873.5699,2.146,"0    12.9
Name: Slope, dtype: object",61.512,0
